product_url,product_title,http_status,failure_reason,timestamp
https://www.amazon.com/dp/B08N5KWBKM,,404,Playwright error: url is not defined,2026-04-06T18:08:53.954Z
https://www.flipkart.com/apple-iphone-15-black-128-gb/p/itm227447d95392e,,200,Playwright error: url is not defined,2026-04-06T18:09:13.965Z
https://www.ebay.com/itm/334963503527,,404,Playwright error: url is not defined,2026-04-06T18:09:20.110Z
https://google.com,Error,0,url is not defined,2026-04-06T18:09:30.854Z
